file, time_ms
py-sudokus/Size/3x3/Sudoku2_3x3 , 2.595227
py-sudokus/Size/3x3/Sudoku30_3x3 , 2.715663
py-sudokus/Size/3x3/Sudoku31_3x3 , 2.85285
py-sudokus/Size/3x3/Sudoku32_3x3 , 3.108406
py-sudokus/Size/3x3/Sudoku33_3x3 , 2.837094
py-sudokus/Size/3x3/Sudoku34_3x3 , 4.348645
py-sudokus/Size/3x3/Sudoku35_3x3 , 2.820627
py-sudokus/Size/3x3/Sudoku36_3x3 , 2.889496
py-sudokus/Size/3x3/Sudoku37_3x3 , 4.476572
py-sudokus/Size/3x3/Sudoku38_3x3 , 2.76533
py-sudokus/Size/3x3/Sudoku39_3x3 , 2.618104
py-sudokus/Size/3x3/Sudoku3_3x3 , 3.882118
py-sudokus/Size/3x3/Sudoku40_3x3 , 4.771216
py-sudokus/Size/3x3/Sudoku41_3x3 , 4.37144
py-sudokus/Size/3x3/Sudoku42_3x3 , 2.530745
py-sudokus/Size/3x3/Sudoku43_3x3 , 2.705588
py-sudokus/Size/3x3/Sudoku44_3x3 , 2.748451
py-sudokus/Size/3x3/Sudoku45_3x3 , 4.292871
py-sudokus/Size/3x3/Sudoku46_3x3 , 4.382276
py-sudokus/Size/3x3/Sudoku47_3x3 , 2.617846
py-sudokus/Size/3x3/Sudoku48_3x3 , 4.473199
py-sudokus/Size/3x3/Sudoku49_3x3 , 2.802712
py-sudokus/Size/3x3/Sudoku4_3x3 , 2.986685
py-sudokus/Size/3x3/Sudoku50_3x3 , 2.59674
py-sudokus/Size/3x3/Sudoku51_3x3 , 4.511513
py-sudokus/Size/3x3/Sudoku52_3x3 , 2.683396
py-sudokus/Size/3x3/Sudoku53_3x3 , 3.600804
py-sudokus/Size/3x3/Sudoku54_3x3 , 4.836326
py-sudokus/Size/3x3/Sudoku55_3x3 , 2.596346
py-sudokus/Size/3x3/Sudoku56_3x3 , 2.764593
py-sudokus/Size/3x3/Sudoku57_3x3 , 4.286646
py-sudokus/Size/3x3/Sudoku58_3x3 , 4.922185
py-sudokus/Size/3x3/Sudoku59_3x3 , 2.593468
py-sudokus/Size/3x3/Sudoku5_3x3 , 2.775117
py-sudokus/Size/3x3/Sudoku60_3x3 , 2.818623
py-sudokus/Size/3x3/Sudoku61_3x3 , 2.836393
py-sudokus/Size/3x3/Sudoku62_3x3 , 2.560437
py-sudokus/Size/3x3/Sudoku63_3x3 , 2.666101
py-sudokus/Size/3x3/Sudoku64_3x3 , 2.708868
py-sudokus/Size/3x3/Sudoku65_3x3 , 4.536296
py-sudokus/Size/3x3/Sudoku66_3x3 , 4.595209
py-sudokus/Size/3x3/Sudoku67_3x3 , 3.239441
py-sudokus/Size/3x3/Sudoku68_3x3 , 4.737625
py-sudokus/Size/3x3/Sudoku69_3x3 , 2.662942
py-sudokus/Size/3x3/Sudoku6_3x3 , 2.999915
py-sudokus/Size/3x3/Sudoku70_3x3 , 3.03778
py-sudokus/Size/3x3/Sudoku71_3x3 , 2.915506
py-sudokus/Size/3x3/Sudoku72_3x3 , 2.669706
py-sudokus/Size/3x3/Sudoku73_3x3 , 2.754503
py-sudokus/Size/3x3/Sudoku74_3x3 , 4.869949
py-sudokus/Size/3x3/Sudoku75_3x3 , 4.506219
py-sudokus/Size/3x3/Sudoku76_3x3 , 3.014545
py-sudokus/Size/3x3/Sudoku77_3x3 , 4.787134
py-sudokus/Size/3x3/Sudoku78_3x3 , 4.589192
py-sudokus/Size/3x3/Sudoku79_3x3 , 4.798282
py-sudokus/Size/3x3/Sudoku7_3x3 , 2.75719
py-sudokus/Size/3x3/Sudoku80_3x3 , 3.394498
py-sudokus/Size/3x3/Sudoku81_3x3 , 2.864646
py-sudokus/Size/3x3/Sudoku82_3x3 , 2.585554
py-sudokus/Size/3x3/Sudoku83_3x3 , 2.598096
py-sudokus/Size/3x3/Sudoku84_3x3 , 2.887992
py-sudokus/Size/3x3/Sudoku85_3x3 , 2.992803
py-sudokus/Size/3x3/Sudoku86_3x3 , 2.781906
py-sudokus/Size/3x3/Sudoku87_3x3 , 2.539575
py-sudokus/Size/3x3/Sudoku88_3x3 , 2.588753
py-sudokus/Size/3x3/Sudoku89_3x3 , 4.273917
py-sudokus/Size/3x3/Sudoku8_3x3 , 2.561192
py-sudokus/Size/3x3/Sudoku90_3x3 , 2.68664
py-sudokus/Size/3x3/Sudoku91_3x3 , 3.284717
py-sudokus/Size/3x3/Sudoku92_3x3 , 4.637679
py-sudokus/Size/3x3/Sudoku93_3x3 , 2.745534
py-sudokus/Size/3x3/Sudoku94_3x3 , 2.685004
py-sudokus/Size/3x3/Sudoku95_3x3 , 2.538375
py-sudokus/Size/3x3/Sudoku96_3x3 , 2.984539
py-sudokus/Size/3x3/Sudoku97_3x3 , 4.38522
py-sudokus/Size/3x3/Sudoku98_3x3 , 3.663132
py-sudokus/Size/3x3/Sudoku99_3x3 , 4.43912
py-sudokus/Size/3x3/Sudoku9_3x3 , 4.274908
py-sudokus/Size/2x5/Sudoku100_2x5 , 4.516858
py-sudokus/Size/2x5/Sudoku10_2x5 , 3.887206
py-sudokus/Size/2x5/Sudoku11_2x5 , 4.721648
py-sudokus/Size/2x5/Sudoku12_2x5 , 4.242264
py-sudokus/Size/2x5/Sudoku13_2x5 , 6.287052
py-sudokus/Size/2x5/Sudoku14_2x5 , 6.944985
py-sudokus/Size/2x5/Sudoku15_2x5 , 4.088737
py-sudokus/Size/2x5/Sudoku16_2x5 , 3.95931
py-sudokus/Size/2x5/Sudoku17_2x5 , 4.511641
py-sudokus/Size/2x5/Sudoku18_2x5 , 3.920807
py-sudokus/Size/2x5/Sudoku19_2x5 , 3.571851
py-sudokus/Size/2x5/Sudoku1_2x5 , 4.11635
py-sudokus/Size/2x5/Sudoku20_2x5 , 5.84926
py-sudokus/Size/2x5/Sudoku21_2x5 , 4.570783
py-sudokus/Size/2x5/Sudoku22_2x5 , 5.628801
py-sudokus/Size/2x5/Sudoku23_2x5 , 4.360908
py-sudokus/Size/2x5/Sudoku24_2x5 , 3.671595
py-sudokus/Size/2x5/Sudoku25_2x5 , 3.579964
py-sudokus/Size/2x5/Sudoku26_2x5 , 3.684496
py-sudokus/Size/2x5/Sudoku27_2x5 , 5.021365
py-sudokus/Size/2x5/Sudoku28_2x5 , 6.364297
py-sudokus/Size/2x5/Sudoku29_2x5 , 3.91495
py-sudokus/Size/2x5/Sudoku2_2x5 , 4.037054
py-sudokus/Size/2x5/Sudoku30_2x5 , 3.601466
py-sudokus/Size/2x5/Sudoku31_2x5 , 4.625787
py-sudokus/Size/2x5/Sudoku32_2x5 , 4.942401
py-sudokus/Size/2x5/Sudoku33_2x5 , 3.436948
py-sudokus/Size/2x5/Sudoku34_2x5 , 3.578843
py-sudokus/Size/2x5/Sudoku35_2x5 , 4.038085
py-sudokus/Size/2x5/Sudoku36_2x5 , 3.923103
py-sudokus/Size/2x5/Sudoku37_2x5 , 6.23608
py-sudokus/Size/2x5/Sudoku38_2x5 , 3.816454
py-sudokus/Size/2x5/Sudoku39_2x5 , 3.63195
py-sudokus/Size/2x5/Sudoku3_2x5 , 3.730706
py-sudokus/Size/2x5/Sudoku40_2x5 , 6.144858
py-sudokus/Size/2x5/Sudoku41_2x5 , 4.281516
